system:index,classification,.geo
1_1_248,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.923678950599787,7.368898438332714]}"
1_1_249,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.3973400396497655,6.229539419476606]}"
1_1_250,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.339894866481227,6.941424884402208]}"
1_1_251,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.0509471009682585,5.998099714027491]}"
1_1_252,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.874427308271645,5.709743678334196]}"
1_1_253,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.25486795400528,6.123013618899967]}"
1_1_254,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.080942148039924,6.167998555929524]}"
1_1_255,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.762377953155851,6.369382701707267]}"
1_1_256,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.011818320383233,5.987656360360893]}"
1_1_257,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.620558995833545,5.630534275454785]}"
1_1_258,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.874295580510225,7.337491920636807]}"
1_1_259,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.4552645336464485,6.33048429045167]}"
1_1_260,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.904832883798558,6.224089775360743]}"
1_1_261,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.819614533863747,5.971791054098018]}"
1_1_262,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.291917448756384,7.700285657645728]}"
1_1_263,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.945534635255915,6.784042372729768]}"
1_1_264,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.596328705207972,5.713178586531213]}"
1_1_265,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.32308026865278,6.837052866096345]}"
1_1_266,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.668701077688765,6.007146325619008]}"
1_1_267,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.422263938854189,5.715811731249263]}"
1_1_268,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0692157302005985,5.6356116165655115]}"
1_1_269,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.016935247404918,7.73917205920167]}"
1_1_270,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.303739244196376,5.458510949947904]}"
1_1_271,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.1482204031992085,7.747989398046844]}"
1_1_272,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.554922798035983,6.88722170810708]}"
1_1_273,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.769529142782415,5.035842520538645]}"
1_1_274,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.041440614071256,7.601296900497157]}"
1_1_275,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.9552455711114956,5.766528631544441]}"
1_1_276,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.7884321396862095,6.173619529470687]}"
1_1_277,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.956171737531923,5.9595007255296215]}"
1_1_278,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.938014651828438,6.354708931102896]}"
1_1_279,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.489333809916332,5.2811261027920855]}"
1_1_280,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.306763589056417,6.4574014730820695]}"
1_1_281,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.673092067780657,5.903003835251383]}"
1_1_282,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.0509947736245,8.14669103767587]}"
1_1_283,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.424238263887733,5.516867138509084]}"
1_1_284,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.277492428041278,6.4904144890962865]}"
1_1_285,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.401477175850935,5.787311448458827]}"
1_1_286,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.9544999821698905,5.182396599648314]}"
1_1_287,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.64000504762161,6.083543512391784]}"
1_1_288,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.509427718561126,5.9328310562653375]}"
1_1_289,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.030143833425846,7.477761690422679]}"
1_1_290,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.584432435587188,6.8720441247837805]}"
1_1_291,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.920303063834793,5.995540640779766]}"
1_1_292,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.625369366708404,6.893743760109726]}"
1_1_293,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.04658215304968,6.657147743172168]}"
1_1_294,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.36041457359707,6.425194197052152]}"
1_1_295,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.544541317254944,5.820570707572833]}"
1_1_296,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.870248334433417,7.264124297165456]}"
1_1_297,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.040288849546734,4.980972305663867]}"
1_1_298,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.210479477115739,6.342664488856581]}"
1_1_299,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.7076942920025635,6.227271154727124]}"
1_1_300,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.308037501255595,7.720420617385286]}"
1_1_301,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0391056814425883,7.4492719872308655]}"
1_1_302,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.509059317919325,7.215508245304497]}"
1_1_303,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.147121393899532,6.84920018674039]}"
1_1_304,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.408805731908127,5.149364259168523]}"
1_1_305,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.9914686170938865,7.121568586767434]}"
1_1_306,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.229206469172958,5.806858617130097]}"
1_1_307,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.457343984987994,5.9945089164455325]}"
1_1_308,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.574354807173585,6.149868310671116]}"
1_1_309,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.743136614565483,5.743103043592288]}"
1_1_310,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.700225994416269,6.639383519369224]}"
1_1_311,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.928963199487935,6.567483427010467]}"
1_1_312,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.3216596079621254,6.211746456020302]}"
1_1_313,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.90095658703193,5.6484597695356795]}"
1_1_314,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.671184980745357,5.706114053879421]}"
1_1_315,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.317012396442138,7.6421197783310495]}"
1_1_316,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.413874871233559,6.878660332524832]}"
1_1_317,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.530237064919733,7.297539632738962]}"
1_1_318,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.921006521497175,6.3443863046091975]}"
1_1_319,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.10873033083416,6.95125348372557]}"
1_1_320,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.59252271550236,6.711232464255098]}"
1_1_321,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.384934722174817,6.209784187973174]}"
1_1_322,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.989287085379085,5.790472211725385]}"
1_1_323,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.51953435027104,6.989363194769304]}"
1_1_324,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.282100776193933,6.653465939782017]}"
1_1_325,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.47664523789736,6.29977772046803]}"
1_1_326,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.131023474168254,5.6645080366341025]}"
1_1_327,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.968829809922062,6.048889204652479]}"
1_1_328,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.802975116969212,5.898790111689246]}"
1_1_329,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.223584344254654,6.88913247001151]}"
1_1_330,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.429191080721953,6.144109119439348]}"
1_1_331,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.090868954843298,7.171561562783943]}"
1_1_332,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.3162772334959305,7.568697830516737]}"
1_1_333,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.5409298646535,5.885948046471859]}"
1_1_334,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.115314008784053,5.927777042516102]}"
1_1_335,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.07897953874107,5.053104889355825]}"
1_1_336,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.595804794477535,6.850114196788709]}"
1_1_337,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.586241399599556,6.017238878994245]}"
1_1_338,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.425843014033242,6.5271004744261]}"
1_1_339,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.05045090587967,6.083858610141205]}"
1_1_340,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.639132477993435,7.284807279882135]}"
1_1_341,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.506824197383883,6.524391986522768]}"
1_1_342,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.188119894527687,5.970044026620113]}"
1_1_343,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.491444748035225,6.388550259839885]}"
1_1_344,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.752875843504672,6.824028729546974]}"
1_1_345,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.2648728704842815,5.892004997952911]}"
1_1_346,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.72807330040743,5.294775124673989]}"
1_1_347,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.847982192755363,6.367031197862351]}"
1_1_348,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.238839464393911,5.884331032124145]}"
1_1_349,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.3081772184327107,6.4790897034521056]}"
1_1_350,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.92548339901357,6.18720311506316]}"
1_1_351,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.81383121582804,5.556748431353787]}"
1_1_352,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.981566630397776,7.775662912408479]}"
1_1_353,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.250806352179056,7.116137457721008]}"
1_1_354,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.037367866754751,4.914841615241361]}"
1_1_355,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.435167548308547,5.339370212061065]}"
1_1_356,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.895765840754313,5.935065904232674]}"
1_1_357,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.945313831897075,5.799359384225463]}"
1_1_358,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.039718620196695,6.24631954622106]}"
1_1_359,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.179213880446917,4.9097254629472395]}"
1_1_360,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.529734682991951,5.0452254354481125]}"
1_1_361,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.371360770357192,5.411115520605613]}"
1_1_362,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.951021850060849,5.538336829199448]}"
1_1_363,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.137645760121929,7.266087152821084]}"
1_1_364,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.796356384818896,5.036137723073633]}"
1_1_365,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.223555826565532,6.165831667068744]}"
1_1_366,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.594059094769923,5.655595792354387]}"
1_1_367,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.994396972166271,5.801557298832968]}"
1_1_368,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.002599015193786,5.817323541984645]}"
1_1_369,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.913113007591337,6.534983859294741]}"
1_1_370,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.28760469699654,6.392537378979706]}"
1_1_371,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.617982793378334,6.657245993383638]}"
1_1_372,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.986909959240219,5.194726653066273]}"
1_1_373,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.21725112324429,6.549999342733485]}"
1_1_374,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.100504889917625,6.143708357401523]}"
1_1_375,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.967817348926221,5.094318310350498]}"
1_1_376,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.171744643472863,6.629811722989354]}"
1_1_377,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.424354661776027,6.671513598712596]}"
1_1_378,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.68710402549741,6.036377708253722]}"
1_1_379,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.393943124056143,7.186196860512118]}"
1_1_380,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.018798919347273,7.837036234812176]}"
1_1_381,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.910421881019697,5.907884404735426]}"
1_1_382,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.654434865467161,5.74114538348357]}"
1_1_383,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-2.764802336584359,5.4304864927438725]}"
1_1_384,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.0737902661491825,5.072268336047052]}"
1_1_385,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4105658318139986,6.492767028515191]}"
1_1_386,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.708919227118433,7.241654282059011]}"
1_1_387,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.048591254264132,5.545221989439726]}"
1_1_388,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.4623097631604005,6.304477349696428]}"
1_1_389,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.734316232898039,6.28883990415061]}"
1_1_390,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.347243418190696,7.171570054476134]}"
1_1_391,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.169060030651185,7.113401654674547]}"
1_1_392,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.748451406304985,6.693918379585069]}"
1_1_393,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.19566276750631,6.568315428177167]}"
1_1_394,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.739346016612987,6.684952354052446]}"
1_1_395,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.459817005137954,5.303417955028971]}"
1_1_396,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.0819202007006554,5.43242648599743]}"
1_1_397,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.305399072862448,4.935949306796236]}"
1_1_398,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.241791256604104,6.973816925725448]}"
1_1_399,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.272269230822781,5.188467353742305]}"
1_1_400,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.711621817776443,6.263390961054682]}"
1_1_401,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.923855317680812,6.588575642041726]}"
1_1_402,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.89579076073715,5.282193930340075]}"
1_1_403,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.846551487147435,6.2094444101121224]}"
1_1_404,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.756075562018561,6.052977824546163]}"
1_1_405,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.257003911514415,6.782874129155234]}"
1_1_406,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.831552964573447,7.535237000399196]}"
1_1_407,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.953249977838688,6.480267719799252]}"
1_1_408,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.501631802797024,6.986939813502084]}"
1_1_409,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.875350160588337,5.55316557409279]}"
1_1_410,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-8.237361058507814,7.525073751553015]}"
1_1_411,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.580795580553213,6.180180237285548]}"
1_1_412,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-4.521274647738899,6.170524384735791]}"
1_1_413,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.757408980600019,5.863796556647171]}"
1_1_414,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-6.71221556854311,5.5392893299082395]}"
1_1_415,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.791232076420498,6.614349547213188]}"
1_1_416,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.581575814193929,6.464848034471614]}"
1_1_417,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-7.480954612004343,6.636098088027206]}"
1_1_418,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.329002048829198,5.4292070813202695]}"
1_1_419,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.4051165705218,6.2320714460690585]}"
1_1_420,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-3.58199440336685,6.531043259744154]}"
1_1_421,9,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-5.737299377351877,7.428796101320788]}"
